               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 116,            0.033956,            0.010113,                   0,             0.87922,                0.85,             0.88662,             0.43324,             0.03317,           0.0069314,                   0,           0.0021558,           0.0021558,           0.0021558
                 117,            0.033802,           0.0096778,                   0,             0.91223,             0.86667,             0.90299,             0.42862,            0.032344,           0.0068595,                   0,           0.0020935,           0.0020935,           0.0020935
                 118,            0.032753,           0.0097956,                   0,             0.92846,             0.86667,             0.90865,             0.43874,            0.031431,           0.0067284,                   0,           0.0020327,           0.0020327,           0.0020327
                 119,            0.035444,           0.0098035,                   0,             0.88318,             0.88333,             0.89851,             0.43571,            0.031482,           0.0067236,                   0,           0.0019734,           0.0019734,           0.0019734
                 120,            0.033563,           0.0097959,                   0,             0.91226,             0.86648,             0.89156,             0.44492,            0.031592,           0.0068436,                   0,           0.0019156,           0.0019156,           0.0019156
                 121,            0.033697,            0.010059,                   0,             0.89178,             0.83333,             0.88112,             0.44577,            0.031708,           0.0070304,                   0,           0.0018594,           0.0018594,           0.0018594
                 122,            0.033451,           0.0092466,                   0,             0.86885,             0.88332,             0.88873,             0.44083,            0.031517,           0.0071661,                   0,           0.0018048,           0.0018048,           0.0018048
                 123,            0.031465,            0.010414,                   0,              0.8997,                 0.9,             0.91811,             0.40832,            0.032452,           0.0071355,                   0,           0.0017519,           0.0017519,           0.0017519
                 124,            0.032241,            0.010471,                   0,             0.89413,                0.85,             0.90557,             0.45306,            0.031372,           0.0070543,                   0,           0.0017005,           0.0017005,           0.0017005
                 125,            0.034567,            0.010268,                   0,             0.96149,             0.83218,             0.91593,             0.46934,            0.030882,           0.0069229,                   0,           0.0016509,           0.0016509,           0.0016509
                 126,            0.033004,           0.0098105,                   0,             0.91377,             0.88312,             0.92056,             0.47249,            0.030312,           0.0068232,                   0,           0.0016029,           0.0016029,           0.0016029
                 127,            0.031602,           0.0097833,                   0,             0.91377,             0.88333,             0.93222,              0.4725,            0.030987,           0.0068371,                   0,           0.0015566,           0.0015566,           0.0015566
                 128,            0.032316,           0.0090175,                   0,             0.89999,             0.89992,             0.91913,             0.46772,            0.031015,           0.0069509,                   0,           0.0015121,           0.0015121,           0.0015121
                 129,             0.02963,           0.0098739,                   0,             0.88329,             0.88294,             0.90232,             0.44987,            0.031367,           0.0070869,                   0,           0.0014693,           0.0014693,           0.0014693
                 130,            0.032771,           0.0098187,                   0,             0.88317,             0.88333,             0.90251,              0.4496,            0.031102,           0.0070755,                   0,           0.0014283,           0.0014283,           0.0014283
                 131,            0.032832,            0.010672,                   0,             0.89635,             0.86667,             0.90098,             0.46425,            0.030994,           0.0070008,                   0,            0.001389,            0.001389,            0.001389
                 132,            0.031132,           0.0096108,                   0,             0.91368,             0.88333,             0.91225,             0.46563,            0.030718,           0.0069705,                   0,           0.0013516,           0.0013516,           0.0013516
                 133,            0.030577,           0.0096093,                   0,             0.91369,             0.88333,             0.90956,             0.45313,            0.031014,           0.0070663,                   0,            0.001316,            0.001316,            0.001316
                 134,             0.03254,           0.0093939,                   0,             0.91515,                 0.9,             0.91227,              0.4517,             0.03101,           0.0070709,                   0,           0.0012822,           0.0012822,           0.0012822
                 135,            0.030326,           0.0097335,                   0,             0.91511,                 0.9,             0.91431,             0.44254,            0.031205,           0.0070393,                   0,           0.0012503,           0.0012503,           0.0012503
                 136,            0.031557,           0.0092241,                   0,             0.91516,                 0.9,             0.93182,             0.43974,            0.031759,           0.0070889,                   0,           0.0012202,           0.0012202,           0.0012202
                 137,            0.031947,           0.0095116,                   0,             0.91228,             0.86661,             0.90399,             0.44835,            0.031207,           0.0070423,                   0,           0.0011921,           0.0011921,           0.0011921
                 138,            0.029507,           0.0093966,                   0,             0.89641,             0.86667,             0.90065,             0.44593,            0.031155,           0.0070343,                   0,           0.0011658,           0.0011658,           0.0011658
                 139,            0.029094,           0.0093373,                   0,             0.89636,             0.86667,             0.89794,             0.44074,            0.031603,           0.0070076,                   0,           0.0011414,           0.0011414,           0.0011414
                 140,            0.031909,            0.010105,                   0,             0.89998,             0.89978,             0.92496,             0.45469,            0.031385,           0.0069364,                   0,           0.0011189,           0.0011189,           0.0011189
                 141,            0.029888,           0.0085614,                   0,             0.89983,                 0.9,             0.92481,             0.45485,            0.031698,           0.0068141,                   0,           0.0010983,           0.0010983,           0.0010983
                 142,            0.030658,           0.0098949,                   0,             0.88324,             0.88257,             0.89689,             0.44626,            0.032392,            0.006756,                   0,           0.0010797,           0.0010797,           0.0010797
                 143,            0.028918,           0.0088624,                   0,             0.86881,             0.88301,             0.89243,             0.44899,             0.03254,           0.0067658,                   0,            0.001063,            0.001063,            0.001063
                 144,            0.028335,           0.0094831,                   0,             0.86883,             0.88314,             0.88397,             0.45952,            0.032157,           0.0067738,                   0,           0.0010483,           0.0010483,           0.0010483
                 145,            0.029959,           0.0086326,                   0,             0.86648,             0.86528,             0.87612,             0.43893,            0.032269,           0.0069003,                   0,           0.0010355,           0.0010355,           0.0010355
                 146,            0.029598,           0.0097468,                   0,             0.90725,             0.81667,             0.88174,             0.44016,            0.032002,           0.0069453,                   0,           0.0010247,           0.0010247,           0.0010247
                 147,            0.029414,            0.009004,                   0,             0.94104,                 0.8,             0.88602,             0.45846,            0.031118,           0.0068809,                   0,           0.0010158,           0.0010158,           0.0010158
                 148,            0.029774,           0.0084014,                   0,             0.92452,             0.81658,             0.89348,             0.44916,             0.03122,           0.0068914,                   0,           0.0010089,           0.0010089,           0.0010089
                 149,            0.029981,           0.0085694,                   0,             0.89464,                0.85,             0.88521,             0.45864,            0.031872,           0.0069406,                   0,           0.0010039,           0.0010039,           0.0010039
