               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 129,             0.02946,           0.0097431,                   0,             0.89636,             0.86667,             0.92974,              0.4601,            0.032724,           0.0069747,                   0,           0.0014693,           0.0014693,           0.0014693
                 130,             0.03308,           0.0098253,                   0,             0.87931,                0.85,             0.92146,             0.45879,            0.032146,           0.0069669,                   0,           0.0014283,           0.0014283,           0.0014283
                 131,            0.032858,            0.010576,                   0,             0.89473,             0.84997,             0.92362,             0.46495,             0.03231,           0.0068956,                   0,            0.001389,            0.001389,            0.001389
                 132,            0.031682,           0.0096159,                   0,             0.88135,             0.86659,              0.9229,             0.45565,            0.032265,            0.006899,                   0,           0.0013516,           0.0013516,           0.0013516
                 133,            0.029934,           0.0095629,                   0,             0.90723,             0.81667,             0.91999,             0.44769,            0.032643,           0.0070533,                   0,            0.001316,            0.001316,            0.001316
                 134,            0.032867,           0.0093233,                   0,             0.90739,              0.8165,              0.9195,             0.44598,             0.03234,           0.0070844,                   0,           0.0012822,           0.0012822,           0.0012822
                 135,            0.029475,           0.0096858,                   0,             0.83604,             0.84983,              0.8941,             0.43274,            0.032693,           0.0071286,                   0,           0.0012503,           0.0012503,           0.0012503
                 136,            0.031286,           0.0092227,                   0,             0.82519,             0.86667,             0.89445,             0.41317,            0.033296,           0.0072098,                   0,           0.0012202,           0.0012202,           0.0012202
                 137,            0.032296,           0.0096104,                   0,             0.83853,             0.86667,             0.88917,             0.42691,            0.031962,           0.0071273,                   0,           0.0011921,           0.0011921,           0.0011921
                 138,            0.029473,           0.0093212,                   0,             0.83868,             0.86648,             0.86992,             0.43566,            0.031521,           0.0070812,                   0,           0.0011658,           0.0011658,           0.0011658
                 139,            0.029308,           0.0093852,                   0,             0.90561,                 0.8,             0.87034,             0.42015,              0.0324,           0.0071374,                   0,           0.0011414,           0.0011414,           0.0011414
                 140,            0.031785,            0.010093,                   0,             0.83868,             0.86667,             0.88469,             0.44348,            0.031791,           0.0070783,                   0,           0.0011189,           0.0011189,           0.0011189
                 141,             0.02911,           0.0085891,                   0,             0.87646,             0.83333,             0.87581,             0.45667,            0.031971,           0.0069774,                   0,           0.0010983,           0.0010983,           0.0010983
                 142,            0.029896,           0.0096484,                   0,             0.87929,             0.84982,               0.886,             0.45019,            0.032547,           0.0069545,                   0,           0.0010797,           0.0010797,           0.0010797
                 143,            0.028802,           0.0088004,                   0,             0.84126,             0.88327,             0.88681,             0.45112,            0.032733,           0.0069756,                   0,            0.001063,            0.001063,            0.001063
                 144,            0.027937,           0.0093966,                   0,             0.95898,             0.78333,             0.89023,             0.45571,            0.032773,           0.0069926,                   0,           0.0010483,           0.0010483,           0.0010483
                 145,            0.029164,           0.0087893,                   0,              0.9245,             0.81629,             0.89092,             0.45118,            0.032931,           0.0070093,                   0,           0.0010355,           0.0010355,           0.0010355
                 146,            0.029801,            0.009813,                   0,             0.94199,             0.81667,             0.89227,             0.45658,            0.032879,           0.0069461,                   0,           0.0010247,           0.0010247,           0.0010247
                 147,            0.028754,           0.0089621,                   0,             0.96099,             0.83333,             0.91335,             0.47453,            0.032067,           0.0068699,                   0,           0.0010158,           0.0010158,           0.0010158
                 148,            0.030196,           0.0084176,                   0,             0.96128,             0.83333,             0.91452,             0.47281,            0.032162,           0.0068847,                   0,           0.0010089,           0.0010089,           0.0010089
                 149,            0.030354,           0.0085987,                   0,             0.94215,             0.81667,             0.89815,             0.46696,            0.032172,           0.0068981,                   0,           0.0010039,           0.0010039,           0.0010039
